Nome: PORTO ALEGRE
Codigo Estacao: A801
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2018-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MEDIA, DIARIA (AUT)(°C)
2020-02-09;24,5375;
2020-02-10;22,104167;
2020-02-11;22,370833;
2020-02-12;23,6;
2020-02-13;24,9875;
2020-02-14;25,479167;
2020-02-15;28,120833;
2020-02-16;29,5625;
2020-02-17;28,920833;
2020-02-18;26,870833;
2020-02-19;25,7625;
2020-02-20;24,2875;
2020-02-21;21,491667;
2020-02-22;19,154167;
2020-02-23;21,266667;
2020-02-24;24,279167;
2020-02-25;25,95;
2020-02-26;21,845833;
2020-02-27;20,591667;
2020-02-28;22,254167;
2020-02-29;22,833333;
2020-03-01;23,7625;
2020-03-02;23,891667;
2020-03-03;23,483333;
2020-03-04;23,208333;
2020-03-05;22,279167;
2020-03-06;23,041667;
2020-03-07;23,616667;
2020-03-08;25,7125;
2020-03-09;27,4625;
2020-03-10;26,208333;
2020-03-11;25,445833;
2020-03-12;27,708333;
2020-03-13;27,991667;
2020-03-14;28,2375;
2020-03-15;25,975;
2020-03-16;21,458333;
2020-03-17;22,295833;
2020-03-18;23,608333;
2020-03-19;25,5125;
2020-03-20;22,116667;
2020-03-21;21,666667;
2020-03-22;23,079167;
2020-03-23;24,05;
2020-03-24;23,958333;
2020-03-25;23,65;
2020-03-26;23,516667;
2020-03-27;24,129167;
2020-03-28;25,145833;
2020-03-29;25,579167;
2020-03-30;25,86087;
2020-03-31;25,382609;
2020-04-01;24,504167;
2020-04-02;23,570833;
2020-04-03;19,416667;
2020-04-04;19,995833;
2020-04-05;21,458333;
2020-04-06;20,4625;
2020-04-07;18,116667;
2020-04-08;16,654167;
2020-04-09;18,491667;
2020-04-10;18,05;
2020-04-11;17,908333;
2020-04-12;18,670833;
2020-04-13;21,633333;
2020-04-14;19,166667;
2020-04-15;17,816667;
2020-04-16;17,883333;
2020-04-17;17,954167;
2020-04-18;19;
2020-04-19;21,016667;
2020-04-20;21,308333;
2020-04-21;21,845833;
2020-04-22;21,3125;
2020-04-23;21,395833;
2020-04-24;22,370833;
2020-04-25;23,3;
2020-04-26;22,129167;
2020-04-27;21,9875;
2020-04-28;24,145833;
2020-04-29;22,575;
2020-04-30;18,9125;
2020-05-01;18,079167;
2020-05-02;17,008333;
2020-05-03;17,079167;
2020-05-04;18,241667;
2020-05-05;17,55;
2020-05-06;15,3625;
2020-05-07;13,8625;
2020-05-08;14,470833;
2020-05-09;16,433333;
2020-05-10;18,7375;
2020-05-11;22,075;
2020-05-12;17,879167;
2020-05-13;17,995833;
2020-05-14;15,295833;
2020-05-15;13,270833;
2020-05-16;14,804167;
2020-05-17;17,379167;
2020-05-18;18,1;
2020-05-19;20,083333;
2020-05-20;21,575;
2020-05-21;20,408333;
2020-05-22;18,616667;
2020-05-23;16,5;
2020-05-24;15,008333;
2020-05-25;15,754167;
2020-05-26;14,808333;
2020-05-27;13,0375;
2020-05-28;14,670833;
2020-05-29;16,179167;
2020-05-30;16,129167;
2020-05-31;15,029167;
2020-06-01;11,566667;
2020-06-02;11,720833;
2020-06-03;14,075;
2020-06-04;16,233333;
2020-06-05;17,154167;
2020-06-06;15,608333;
2020-06-07;15,5375;
2020-06-08;14,904167;
2020-06-09;15,6375;
2020-06-10;15,4875;
2020-06-11;18,320833;
2020-06-12;21,025;
2020-06-13;18,145833;
2020-06-14;10,033333;
2020-06-15;12,391667;
2020-06-16;17,4125;
2020-06-17;19,6625;
2020-06-18;22,275;
2020-06-19;18,770833;
2020-06-20;22,454167;
2020-06-21;24,445833;
2020-06-22;19;
2020-06-23;21,029167;
2020-06-24;22,875;
2020-06-25;19,008333;
2020-06-26;10,6625;
2020-06-27;10,675;
2020-06-28;11,041667;
2020-06-29;11,583333;
2020-06-30;14,704167;
2020-07-01;12,6625;
